Ticker,Company,Industry
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,Major Banks
NEXA,Nexa Resources S.A. Common Shares,Metal Mining
NEXN,Nexxen International Ltd. American Depository Shares,Computer Software: Programming Data Processing
NEXT,NextDecade Corporation Common Stock,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,Oil/Gas Transmission
NFGC,New Found Gold Corp Common Shares,Precious Metals
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,Finance: Consumer Services
NFLX,Netflix Inc. Common Stock,Consumer Electronics/Video Chains
NG,Novagold Resources Inc.,Precious Metals
NGD,New Gold Inc.,Metal Mining
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Natural Gas Distribution
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,
NGNE,Neurogene Inc. Common Stock ,Biotechnology: Pharmaceutical Preparations
NGS,Natural Gas Services Group Inc. Common Stock,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,Food Chains
NGVT,Ingevity Corporation Common Stock ,Major Chemicals
NHC,National HealthCare Corporation Common Stock,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,Real Estate Investment Trusts
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Real Estate Investment Trusts
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,Real Estate Investment Trusts
NHS,Neuberger Berman High Yield Strategies Fund,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,Consumer Specialties
NI,NiSource Inc Common Stock,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,Major Banks
NICE,NICE Ltd American Depositary Shares,Computer Software: Prepackaged Software
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,Trusts Except Educational Religious and Charitable
NINE,Nine Energy Service Inc. Common Stock,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,Auto Manufacturing
NIOBW,NioCorp Developments Ltd. Warrant,Metal Mining
NIPG,NIP Group Inc. American Depositary Shares,Services-Misc. Amusement & Recreation
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,Metal Fabrications
NITO,N2OFF Inc. Common Stock,Agricultural Chemicals
NIU,Niu Technologies American Depositary Shares,Auto Manufacturing
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,Misc Health and Biotechnology Services
NIVFW,NewGenIvf Group Limited Warrants,Misc Health and Biotechnology Services
NIXX,Nixxy Inc. Common Stock,EDP Services
NIXXW,Nixxy Inc. Warrant,EDP Services
NJR,NewJersey Resources Corporation Common Stock,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,Shoe Manufacturing
NKGN,NKGen Biotech Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NKGNW,NKGen Biotech Inc. Warrants,Biotechnology: Biological Products (No Diagnostic Substances)
NKLA,Nikola Corporation Common Stock,Auto Manufacturing
NKSH,National Bankshares Inc. Common Stock,Major Banks
NKTR,Nektar Therapeutics  Common Stock,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Finance/Investors Services
NL,NL Industries Inc. Common Stock,Major Chemicals
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,Real Estate Investment Trusts
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc. Common Stock,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,Investment Managers
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,Finance/Investors Services
NMFC,New Mountain Finance Corporation Common Stock,Finance/Investors Services
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,
NMG,Nouveau Monde Graphite Inc. Common Shares,Other Metals and Minerals
NMI,Nuveen Municipal Income Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Common Stock,Property-Casualty Insurers
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,Finance/Investors Services
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,Investment Bankers/Brokers/Service
NMRA,Neumora Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,Newmark Group Inc. Class A Common Stock,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,Medical/Dental Instruments
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,Finance/Investors Services
NN,NextNav Inc. Common Stock,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,Electrical Products
NNE,Nano Nuclear Energy Inc. Common Stock,Electric Utilities: Central
NNI,Nelnet Inc. Common Stock,Finance: Consumer Services
NNN,NNN REIT Inc. Common Stock,Real Estate Investment Trusts
NNOX,NANO-X IMAGING LTD Ordinary Shares,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Oilfield Services/Equipment
NOAH,Noah Holdings Limited American Depositary Shares,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,Industrial Machinery/Components
NODK,NI Holdings Inc. Common Stock,Property-Casualty Insurers
NOEM,CO2 Energy Transition Corp. Common Stock,
NOEMR,CO2 Energy Transition Corp. Right,
NOEMU,CO2 Energy Transition Corp. Unit,
NOEMW,CO2 Energy Transition Corp. Warrant,
NOG,Northern Oil and Gas Inc. Common Stock,Oil & Gas Production
NOK,Nokia Corporation Sponsored American Depositary Shares,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund ,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,Packaged Foods
NOTE,FiscalNote Holdings Inc. Class A common stock,Business Services
NOTV,Inotiv Inc. Common Stock,Biotechnology: Commercial Physical & Biological Resarch
NOV,NOV Inc. Common Stock,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,Power Generation
NOVT,Novanta Inc. Common Stock,Industrial Machinery/Components
NOW,ServiceNow Inc. Common Stock,Computer Software: Prepackaged Software
NPCE,Neuropace Inc. Common Stock,Medical/Dental Instruments
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,Investment Managers
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,Trusts Except Educational Religious and Charitable
NPK,National Presto Industries Inc. Common Stock,Ordnance And Accessories
NPKI,NPK International Inc. Common Stock,Metal Fabrications
NPO,Enpro Inc. Common Stock,Metal Fabrications
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Investment Managers
NPWR,NET Power Inc. Class A Common Stock,Industrial Machinery/Components
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Trusts Except Educational Religious and Charitable
NRC,National Research Corporation Common Stock (Delaware),Biotechnology: Commercial Physical & Biological Resarch
NRDS,NerdWallet Inc. Class A Common Stock,EDP Services
NRDY,Nerdy Inc. Class A Common Stock,Other Consumer Services
NREF,NexPoint Real Estate Finance Inc. Common Stock,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,
NRG,NRG Energy Inc. Common Stock,Electric Utilities: Central
NRGV,Energy Vault Holdings Inc. Common Stock,Industrial Machinery/Components
NRIM,Northrim BanCorp Inc Common Stock,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,Coal Mining
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,Biotechnology: Pharmaceutical Preparations
NRSNW,NeuroSense Therapeutics Ltd. Warrant,Biotechnology: Pharmaceutical Preparations
NRT,North European Oil Royality Trust Common Stock,Oil & Gas Production
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),Diversified Financial Services
NRXP,NRX Pharmaceuticals Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,Biotechnology: Pharmaceutical Preparations
NRXS,Neuraxis Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,Real Estate Investment Trusts
NSA^A,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),
NSA^B,National Storage Affiliates Trust 6.000% Series B Cumulative Redeemable Preferred Shares of Beneficial Interest,
NSC,Norfolk Southern Corporation Common Stock,Railroads
NSIT,Insight Enterprises Inc. Common Stock,Catalog/Specialty Distribution
NSP,Insperity Inc. Common Stock,Professional Services
NSPR,InspireMD Inc. Common Stock,Medical/Dental Instruments
NSSC,NAPCO Security Technologies Inc. Common Stock,Telecommunications Equipment
NSTS,NSTS Bancorp Inc. Common Stock,Savings Institutions
NSYS,Nortech Systems Incorporated Common Stock,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,Electronic Components
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Commercial Banks
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,Computer Software: Prepackaged Software
NTCT,NetScout Systems Inc. Common Stock,EDP Services
NTES,NetEase Inc. American Depositary Shares,Computer Software: Prepackaged Software
NTGR,NETGEAR Inc. Common Stock,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,Industrial Specialties
NTIP,Network-1 Technologies Inc. Common Stock,Multi-Sector Companies
NTLA,Intellia Therapeutics Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,Computer Software: Prepackaged Software
NTR,Nutrien Ltd. Common Shares,Agricultural Chemicals
NTRA,Natera Inc. Common Stock,Medical Specialities
NTRB,Nutriband Inc. Common Stock,Industrial Specialties
NTRBW,Nutriband Inc. Warrant,Industrial Specialties
NTRP,NextTrip Inc. Common Stock,Miscellaneous manufacturing industries
NTRS,Northern Trust Corporation Common Stock,Major Banks
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,Major Banks
NTST,NetSTREIT Corp. Common Stock,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,Computer Software: Prepackaged Software
NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,
NTWOU,Newbury Street II Acquisition Corp Unit,
NTWOW,Newbury Street II Acquisition Corp Warrant,
NTZ,Natuzzi S.p.A.,Home Furnishings
NU,Nu Holdings Ltd. Class A Ordinary Shares,Finance: Consumer Services
NUE,Nucor Corporation Common Stock,Steel/Iron Ore
NUKK,Nukkleus Inc. Common Stock,Professional Services
NUKKW,Nukkleus Inc. Warrants,Professional Services
NURO,NeuroMetrix Inc. Common Stock,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,Other Pharmaceuticals
NUTX,Nutex Health Inc. Common Stock,Business Services
NUV,Nuveen Municipal Value Fund Inc. Common Stock,Trusts Except Educational Religious and Charitable
NUVB,Nuvation Bio Inc. Class A Common Stock,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,Investment Managers
NUWE,Nuwellis Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVA,Nova Minerals Limited American Depositary Shares,Precious Metals
NVAWW,Nova Minerals Limited Warrant,
NVAX,Novavax Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,Biotechnology: Pharmaceutical Preparations
NVDA,NVIDIA Corporation Common Stock,Semiconductors
NVEC,NVE Corporation Common Stock,Semiconductors
NVEE,NV5 Global Inc. Common Stock,Other Consumer Services
NVFY,Nova Lifestyle Inc. Common Stock,Home Furnishings
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,Investment Managers
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Marine Transportation
NVMI,Nova Ltd. Ordinary Shares,Electronic Components
NVNI,Nvni Group Limited Ordinary Shares,Computer Software: Prepackaged Software
NVNIW,Nvni Group Limited Warrants,Computer Software: Prepackaged Software
NVNO,enVVeno Medical Corporation Common Stock,Medical/Dental Instruments
NVO,Novo Nordisk A/S Common Stock,Biotechnology: Pharmaceutical Preparations
NVR,NVR Inc. Common Stock,Homebuilding
NVRI,Enviri Corporation Common Stock,Diversified Commercial Services
NVRO,Nevro Corp. Common Stock,Medical/Dental Instruments
NVS,Novartis AG Common Stock,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation Common Stock,Medical/Dental Instruments
NVT,nVent Electric plc Ordinary Shares ,Industrial Machinery/Components
NVTS,Navitas Semiconductor Corporation Common Stock,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,Electrical Products
NVVEW,Nuvve Holding Corp. Warrant,Electrical Products
NVX,NOVONIX Limited American Depository Shares,Industrial Machinery/Components
NWBI,Northwest Bancshares Inc. Common Stock,Major Banks
NWE,NorthWestern Energy Group Inc. Common Stock,Power Generation
NWFL,Norwood Financial Corp. Common Stock,Major Banks
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),Commercial Banks
NWGL,Nature Wood Group Limited American Depositary Shares,
NWL,Newell Brands Inc. Common Stock,Plastic Products
NWN,Northwest Natural Holding Company Common Stock,Oil/Gas Transmission
NWPX,Northwest Pipe Company Common Stock,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,Newspapers/Magazines
NWTN,NWTN Inc. Class B Ordinary Shares,Auto Manufacturing
NWTNW,NWTN Inc. Warrant,Auto Manufacturing
NX,Quanex Building Products Corporation Common Stock,Metal Fabrications
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,Investment Managers
NXDT,NexPoint Diversified Real Estate Trust Common Stock,Real Estate Investment Trusts
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),
NXE,Nexgen Energy Ltd. Common Shares,Other Metals and Minerals
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,
NXGL,NexGel Inc Common Stock,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,Medical/Dental Instruments
