Ticker,Company,Industry,MarketCap
VERV,Verve Therapeutics Inc. Common Stock,Health Care,669690974
VERX,Vertex Inc. Class A Common Stock,Technology,8958340102
VFC,V.F. Corporation Common Stock,Consumer Discretionary,10250760186
VFL,abrdn National Municipal Income Fund Common Stock,Finance,0
VGAS,Verde Clean Fuels Inc. Class A Common Stock,Industrials,114096651
VGASW,Verde Clean Fuels Inc. Warrant,Industrials,8332901
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,0
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,546115918
VGZ,Vista Gold Corp Common Stock,Basic Materials,75735780
VHC,VirnetX Holding Corp Common Stock,Miscellaneous,34755417
VHI,Valhi Inc. Common Stock,Industrials,685299886
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,170115074
VIAV,Viavi Solutions Inc. Common Stock,Technology,2326820772
VICI,VICI Properties Inc. Common Stock,Real Estate,31203554692
VICR,Vicor Corporation Common Stock,Technology,2586154764
VIGL,Vigil Neuroscience Inc. Common Stock,Health Care,89934867
VIK,Viking Holdings Ltd Ordinary Shares,Consumer Discretionary,21145610726
VINC,Vincerx Pharma Inc. Common Stock,Health Care,3489814
VIR,Vir Biotechnology Inc. Common Stock,Health Care,1463964876
VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,183581606
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,6110606784
VIRX,Viracta Therapeutics Inc. Common Stock,Health Care,6816134
VISL,Vislink Technologies Inc. Common Stock,Telecommunications,9734455
VITL,Vital Farms Inc. Common Stock,Consumer Staples,1889085372
VIVK,Vivakor Inc. Common Stock,Utilities,36665718
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,388108615
VKQ,Invesco Municipal Trust Common Stock,Finance,541181337
VKTX,Viking Therapeutics Inc. Common Stock,Health Care,3844555248
VLCN,Volcon Inc. Common stock,Consumer Discretionary,1974375
VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,491088788
VLO,Valero Energy Corporation Common Stock,Energy,44204795386
VLT,Invesco High Income Trust II,Finance,0
VLTO,Veralto Corp Common Stock ,Industrials,25163566106
VLY,Valley National Bancorp Common Stock,Finance,5180272702
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,,0
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,12836073953
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,12836073953
VMC,Vulcan Materials Company (Holding Company) Common Stock,Industrials,36652281823
VMCA,Valuence Merger Corp. I Class A Ordinary Shares,Finance,0
VMCAW,Valuence Merger Corp. I Warrant,Finance,0
VMD,Viemed Healthcare Inc. Common Shares,Health Care,329242776
VMEO,Vimeo Inc. Common Stock,Technology,1081347959
VMI,Valmont Industries Inc. Common Stock,Industrials,6861737834
VMO,Invesco Municipal Opportunity Trust Common Stock,Finance,653500238
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,256555834
VNO,Vornado Realty Trust Common Stock,Real Estate,8007260562
VNO^L,Vornado Realty Trust Pfd Ser L %,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,,
VNOM,Viper Energy Inc. Class A Common Stock,Energy,8979553638
VNT,Vontier Corporation Common Stock ,Industrials,5800724000
VOC,VOC Energy Trust Units of Beneficial Interest,Energy,72420000
VOR,Vor Biopharma Inc. Common Stock,Health Care,100606842
VOXX,VOXX International Corporation Class A Common Stock,Technology,165413007
VOYA,Voya Financial Inc. Common Stock,Finance,6734323576
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,
VPG,Vishay Precision Group Inc. Common Stock,Technology,310973657
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,243061349
VRA,Vera Bradley Inc. Common Stock,Consumer Discretionary,102033376
VRAR,The Glimpse Group Inc. Common Stock,Technology,36893661
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,32960255
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,1461475182
VRE,Veris Residential Inc. Common Stock,Real Estate,1459481748
VREX,Varex Imaging Corporation Common Stock,Technology,584853000
VRME,VerifyMe Inc. Common Stock,Technology,18794178
VRMEW,VerifyMe Inc. Warrant,Technology,2247952
VRNS,Varonis Systems Inc. Common Stock,Technology,4983586510
VRNT,Verint Systems Inc. Common Stock,Technology,1568328393
VRPX,Virpax Pharmaceuticals Inc. Common Stock,Health Care,1441836
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,4401919033
VRSK,Verisk Analytics Inc. Common Stock,Technology,39387882142
VRSN,VeriSign Inc. Common Stock,Technology,20251153000
VRT,Vertiv Holdings LLC Class A Common Stock,Technology,54919162349
VRTS,Virtus Investment Partners Inc. Common Stock,Finance,1465739363
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,1.13E+11
VSAT,ViaSat Inc. Common Stock,Technology,1476535405
VSCO,Victorias Secret & Co. Common Stock ,Consumer Discretionary,2967965023
VSEC,VSE Corporation Common Stock,Consumer Discretionary,2166090877
VSEE,VSee Health Inc. Common Stock,Health Care,25690236
VSEEW,VSee Health Inc. Warrant,Health Care,776973
VSH,Vishay Intertechnology Inc. Common Stock,Technology,2290232895
VST,Vistra Corp. Common Stock,Utilities,65020632713
VSTM,Verastem Inc. Common Stock,Health Care,263478634
VSTS,Vestis Corporation Common Stock,,2117633725
VTGN,Vistagen Therapeutics Inc. Common Stock,Health Care,82138225
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,Energy,2806837016
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,202617158
VTOL,Bristow Group Inc. Common Stock,Consumer Discretionary,1006846760
VTR,Ventas Inc. Common Stock,Real Estate,25505142211
VTRS,Viatris Inc. Common Stock,Health Care,13368240502
VTS,Vitesse Energy Inc. Common Stock,Energy,781722995
VTSI,VirTra Inc. Common Stock,Consumer Discretionary,74315734
VTVT,vTv Therapeutics Inc. Class A Common Stock,Health Care,44622588
VTYX,Ventyx Biosciences Inc. Common Stock,Health Care,159099001
VUZI,Vuzix Corporation Common Stock,Technology,272377295
VVOS,Vivos Therapeutics Inc. Common Stock,Health Care,23016028
VVR,Invesco Senior Income Trust Common Stock (DE),Finance,0
VVV,Valvoline Inc. Common Stock,Industrials,4748517640
VVX,V2X Inc. Common Stock,Consumer Discretionary,1676493229
VXRT,Vaxart Inc Common Stock,Health Care,178571652
VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,306995793
VYNE,VYNE Therapeutics Inc. Common Stock,Health Care,40713955
VYX,NCR Voyix Corporation Common Stock,Miscellaneous,1842114431
VZ,Verizon Communications Inc. Common Stock,Telecommunications,1.66E+11
W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,6084217739
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,35900866869
WABC,Westamerica Bancorporation Common Stock,Finance,611586482
WAFD,WaFd Inc. Common Stock,Finance,2406407897
WAFDP,WaFd Inc. Depositary Shares,Finance,1397229737
WAL,Western Alliance Bancorporation Common Stock (DE),Finance,10142885258
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,,
WALD,Waldencast plc Class A Ordinary Share,Consumer Discretionary,411777409
WALDW,Waldencast plc Warrant ,Consumer Discretionary,16495534
WASH,Washington Trust Bancorp Inc. Common Stock,Finance,554095842
WAT,Waters Corporation Common Stock,Industrials,24421420366
WATT,Energous Corporation Common Stock,Technology,4041732
WAY,Waystar Holding Corp. Common Stock,Technology,6719963337
WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,10257501665
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Telecommunications,25144942244
WBS,Webster Financial Corporation Common Stock,Finance,10108069224
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,,
WBS^G,Webster Financial Corporation Depositary Shares each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock,,
WBTN,WEBTOON Entertainment Inc. Common stock,Consumer Discretionary,1714263604
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,9701348053
WCC^A,WESCO International Inc. Depositary Shares each representing 1/1000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock,,
WD,Walker & Dunlop Inc Common Stock,Finance,3211200902
WDAY,Workday Inc. Class A Common Stock,Technology,68702480000
WDC,Western Digital Corporation Common Stock,Technology,23304206817
WDFC,WD-40 Company Common Stock,Industrials,3157492849
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,Finance,0
WEA,Western Asset Bond Fund Share of Beneficial Interest,Finance,0
WEAV,Weave Communications Inc. Common Stock,Technology,1178891917
WEC,WEC Energy Group Inc. Common Stock,Utilities,31005899252
WELL,Welltower Inc. Common Stock,Real Estate,85152792270
WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,2914984716
WERN,Werner Enterprises Inc. Common Stock,Industrials,2294305647
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Utilities,16116522333
WEST,Westrock Coffee Company Common Stock,Consumer Staples,647072384
WEX,WEX Inc. common stock,Consumer Discretionary,7220671491
WEYS,Weyco Group Inc. Common Stock,Consumer Staples,344994957
WFC,Wells Fargo & Company Common Stock,Finance,2.57E+11
WFC^A,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series AA,,
WFC^C,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series CC,,
WFC^D,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in  a share of Non-Cumulative Perpetual Class A Preferred Stock Series DD,,
WFC^L,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible Class A Preferred Stock Series L,,
WFC^Y,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Y,,
WFC^Z,Wells Fargo & Company Depositary Shares each representing a 1/1000th interest in a share of Non-Cumulative Perpetual Class A Preferred Stock Series Z,,
WFCF,Where Food Comes From Inc. Common Stock,Technology,66061361
WFRD,Weatherford International plc Ordinary Shares,Industrials,5102349679
WGO,Winnebago Industries Inc. Common Stock,Industrials,1334079550
WGS,GeneDx Holdings Corp. Class A Common Stock,Technology,2177657640
WGSWW,GeneDx Holdings Corp. Warrant,Technology,5562958
WH,Wyndham Hotels & Resorts Inc. Common Stock ,Consumer Discretionary,8153875265
WHD,Cactus Inc. Class A Common Stock,Industrials,5041651911
WHF,WhiteHorse Finance Inc. Common Stock,Finance,235452481
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,,590374435
WHG,Westwood Holdings Group Inc Common Stock,Finance,147139864
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,Real Estate,1287838
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,Real Estate,21543790
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,Real Estate,94161053
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,Real Estate,2685693
WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,7282301103
WIA,Western Asset Inflation-Linked Income Fund,Finance,0
WINA,Winmark Corporation Common Stock,Consumer Discretionary,1378941463
WING,Wingstop Inc. Common Stock,Consumer Discretionary,8174473432
WINT,Windtree Therapeutics Inc. Common Stock,Health Care,1610977
WINV,WinVest Acquisition Corp. Common Stock,Finance,0
WINVU,WinVest Acquisition Corp. Unit,Finance,0
WINVW,WinVest Acquisition Corp. Warrant,Finance,0
WISA,WiSA Technologies Inc. Common Stock,Technology,11574064
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,Finance,0
WK,Workiva Inc. Class A Common Stock,Technology,5372925739
WKC,World Kinect Corporation Common Stock,Energy,1671471457
WKHS,Workhorse Group Inc. Common Stock,Consumer Discretionary,24384024
WLAC,Willow Lane Acquisition Corp. Class A Ordinary Shares,,0
WLACU,Willow Lane Acquisition Corp. Unit,Finance,0
WLACW,Willow Lane Acquisition Corp. Warrants,,0
WLDN,Willdan Group Inc. Common Stock,Consumer Discretionary,539993589
WLFC,Willis Lease Finance Corporation Common Stock,Consumer Discretionary,1271062660
WLK,Westlake Corporation Common Stock,Industrials,15143524310
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,Industrials,864754164
WLY,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,2265994504
WLYB,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,2361086310
WM,Waste Management Inc. Common Stock,Utilities,84057985252
WMB,Williams Companies Inc. (The) Common Stock,Utilities,72616532807
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,15436234044
WMK,Weis Markets Inc. Common Stock,Consumer Staples,1728762932
WMPN,William Penn Bancorporation Common Stock,Finance,114181891
WMS,Advanced Drainage Systems Inc. Common Stock,Consumer Discretionary,9698221392
WMT,Walmart Inc. Common Stock,Consumer Discretionary,7.61E+11
WNC,Wabash National Corporation Common Stock,Industrials,675623705
WNEB,Western New England Bancorp Inc. Common Stock,Finance,187484199
WOLF,Wolfspeed Inc. Common Stock,Technology,851847744
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,Consumer Discretionary,1206774916
WOR,Worthington Enterprises Inc. Common Shares,Industrials,2091340097
WORX,SCWorx Corp. Common Stock,Consumer Discretionary,2839057
WOW,WideOpenWest Inc. Common Stock,Telecommunications,378097098
WPC,W. P. Carey Inc. REIT,Real Estate,12093513071
WRAP,Wrap Technologies Inc. Common Stock,Industrials,101401213
WRB,W.R. Berkley Corporation Common Stock,Finance,21919095782
WRB^E,W.R. Berkley Corporation 5.70% Subordinated Debentures due 2058,,
WRB^F,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,,
WRB^G,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,,
WRB^H,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,,
WRBY,Warby Parker Inc. Class A Common Stock,Health Care,3127556577
WRLD,World Acceptance Corporation Common Stock,Finance,745489506
WS,Worthington Steel Inc. Common Shares,Industrials,1511952842
WSBC,WesBanco Inc. Common Stock,Finance,2284355343
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,1707248006
WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,256887823
WSC,WillScot Holdings Corporation Class A Common Stock,Industrials,7179755219
WSFS,WSFS Financial Corporation Common Stock,Finance,3171060244
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,26294147825
WSO,Watsco Inc. Common Stock,Consumer Discretionary,19993773936
WSO/B,Watsco Inc.,,
WSR,Whitestone REIT Common Shares,Real Estate,678156273
WST,West Pharmaceutical Services Inc. Common Stock,Health Care,24985710405
WT,WisdomTree Inc. Common Stock,Finance,1452270341
WTBA,West Bancorporation Common Stock,Finance,361228283
WTFC,Wintrust Financial Corporation Common Stock,Finance,8763007565
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,Finance,1668621859
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,1671281548
WTI,W&T Offshore Inc. Common Stock,Energy,254928626
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,4896508021
WTRG,Essential Utilities Inc. Common Stock,Utilities,9196708726
WTS,Watts Water Technologies Inc. Class A Common Stock,Industrials,7018671229
WTTR,Select Water Solutions Inc. Class A common stock,Energy,1654826524
WU,Western Union Company (The) Common Stock,Consumer Discretionary,3465838937
WULF,TeraWulf Inc. Common Stock,Technology,2437007006
WVVI,Willamette Valley Vineyards Inc. Common Stock,Consumer Staples,25716260
